Appid,name,header_image,,developer,,,,categories,genres,steamspy_tags,,positive_ratings,negative_ratings,,median_playtime,,price
363970,Clicker Heroes,https://steamcdn-a.akamaihd.net/steam/apps/363970/header.jpg?t=1512177483,,Playsaurus,,,,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud;Stats,Adventure;Casual;Free to Play;Indie;RPG;Simulation;Strategy,Clicker;Free to Play;Casual,,42530,4734,,463,,0
206440,To the Moon,https://steamcdn-a.akamaihd.net/steam/apps/206440/header.jpg?t=1552089375,,Freebird Games,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Story Rich;Great Soundtrack;Indie,,42115,1423,,233,,6.99
205100,Dishonored,https://steamcdn-a.akamaihd.net/steam/apps/205100/header.jpg?t=1541465639,,Arkane Studios,,,,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Stealth;First-Person;Action,,41756,1269,,565,,7.99
262060,Darkest Dungeon®,https://steamcdn-a.akamaihd.net/steam/apps/262060/header.jpg?t=1534369132,,Red Hook Studios,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie;RPG;Strategy,Turn-Based Combat;RPG;Dungeon Crawler,,41544,6741,,619,,18.99
236850,Europa Universalis IV,https://steamcdn-a.akamaihd.net/steam/apps/236850/header.jpg?t=1552039271,,Paradox Development Studio,,,,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Simulation;Strategy,Grand Strategy;Strategy;Historical,,40346,8254,,4572,,34.99
367520,Hollow Knight,https://steamcdn-a.akamaihd.net/steam/apps/367520/header.jpg?t=1551301401,,Team Cherry,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Metroidvania;Difficult;Great Soundtrack,,40167,1927,,1245,,10.99
289070,Sid Meier’s Civilization® VI,https://steamcdn-a.akamaihd.net/steam/apps/289070/header.jpg?t=1553635190,,Firaxis Games;Aspyr (Mac);Aspyr (Linux),,,,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop,Strategy,Strategy;Turn-Based Strategy;Historical,,39127,18325,,2390,,49.99
268910,Cuphead,https://steamcdn-a.akamaihd.net/steam/apps/268910/header.jpg?t=1555602930,,Studio MDHR Entertainment Inc.,,,,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Difficult;Cartoon;Platformer,,38821,1698,,441,,14.99
287700,METAL GEAR SOLID V: THE PHANTOM PAIN,https://steamcdn-a.akamaihd.net/steam/apps/287700/header.jpg?t=1535525516,,Konami Digital Entertainment,,,,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Action;Adventure,Stealth;Open World;Story Rich,,38643,4954,,2478,,24.99
294100,RimWorld,https://steamcdn-a.akamaihd.net/steam/apps/294100/header.jpg?t=1547140494,,Ludeon Studios,,,,Single-player;Steam Workshop;Steam Cloud,Indie;Simulation;Strategy,Base-Building;Survival;Strategy,,38556,857,,2106,,27.79
225540,Just Cause™ 3,https://steamcdn-a.akamaihd.net/steam/apps/225540/header.jpg?t=1555610229,,Avalanche Studios,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure,Open World;Action;Destruction,,37747,14024,,438,,11.99
200510,XCOM: Enemy Unknown,https://steamcdn-a.akamaihd.net/steam/apps/200510/header.jpg?t=1537469648,,Firaxis Games;Feral Interactive (Mac);Feral Interactive (Linux),,,,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Strategy,Turn-Based Strategy;Tactical;Strategy,,36630,2072,,1049,,14.99
20920,The Witcher 2: Assassins of Kings Enhanced Edition,https://steamcdn-a.akamaihd.net/steam/apps/20920/header.jpg?t=1550077745,,CD PROJEKT RED,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,RPG,RPG;Fantasy;Mature,,36427,4710,,320,,14.99
223470,POSTAL 2,https://steamcdn-a.akamaihd.net/steam/apps/223470/header.jpg?t=1531957471,,Running With Scissors,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Indie,Dark Humor;Violent;Action,,36263,1872,,172,,6.99
311210,Call of Duty®: Black Ops III,https://steamcdn-a.akamaihd.net/steam/apps/311210/header.jpg?t=1555695256,,Treyarch;Aspyr (Mac),,,,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Steam Leaderboards,Action;Adventure,Multiplayer;FPS;Zombies,,36255,23157,,2513,,44.99
234140,Mad Max,https://steamcdn-a.akamaihd.net/steam/apps/234140/header.jpg?t=1552496093,,Avalanche Studios;Feral Interactive (Mac);Feral Interactive (Linux),,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Open World;Action;Post-apocalyptic,,36222,3811,,699,,15.99
218230,PlanetSide 2,https://steamcdn-a.akamaihd.net/steam/apps/218230/header.jpg?t=1556226126,,Daybreak Game Company,,,,Multi-player;MMO;Steam Trading Cards,Action;Free to Play;Massively Multiplayer,Free to Play;Massively Multiplayer;FPS,,35968,7753,,150,,0
213670,South Park™: The Stick of Truth™,https://steamcdn-a.akamaihd.net/steam/apps/213670/header.jpg?t=1515609037,,Obsidian Entertainment,,,,Single-player;Steam Achievements;Full controller support,Action;Adventure;RPG,RPG;Comedy;Adventure,,35896,911,,628,,25.99
281990,Stellaris,https://steamcdn-a.akamaihd.net/steam/apps/281990/header.jpg?t=1552038394,,Paradox Development Studio,,,,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Simulation;Strategy,Space;Strategy;Grand Strategy,,35327,10036,,1563,,34.99
12210,Grand Theft Auto IV,https://steamcdn-a.akamaihd.net/steam/apps/12210/header.jpg?t=1505332041,,Rockstar North;Rockstar Toronto,,,,Single-player;Multi-player;Partial Controller Support,Action;Adventure,Open World;Action;Bowling,,35240,18926,,634,,19.99
346900,AdVenture Capitalist,https://steamcdn-a.akamaihd.net/steam/apps/346900/header.jpg?t=1523923835,,Hyper Hippo Games,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Free to Play;Indie,Free to Play;Clicker;Capitalism,,35093,4214,,388,,0
304390,FOR HONOR™,https://steamcdn-a.akamaihd.net/steam/apps/304390/header.jpg?t=1545157190,,Ubisoft Montreal;Ubisoft Quebec;Ubisoft Toronto;Blue Byte,,,,Single-player;Online Multi-Player;Online Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action,Medieval;Action;Swordplay,,34790,25920,,696,,12.49
394360,Hearts of Iron IV,https://steamcdn-a.akamaihd.net/steam/apps/394360/header.jpg?t=1556010841,,Paradox Development Studio,,,,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Simulation;Strategy,Strategy;World War II;Grand Strategy,,34711,5251,,4181,,34.99
24240,PAYDAY™ The Heist,https://steamcdn-a.akamaihd.net/steam/apps/24240/header.jpg?t=1516099628,,OVERKILL Software,,,,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Action,FPS;Action;Co-op,,34645,2533,,248,,10.99
386360,SMITE®,https://steamcdn-a.akamaihd.net/steam/apps/386360/header.jpg?t=1554841858,,Titan Forge Games,,,,Multi-player;Steam Achievements;Steam Trading Cards,Action;Free to Play,Free to Play;MOBA;Multiplayer,,34514,8895,,126,,0
306130,The Elder Scrolls® Online,https://steamcdn-a.akamaihd.net/steam/apps/306130/header_alt_assets_3.jpg?t=1554341805,,Zenimax Online Studios,,,,MMO;Steam Trading Cards;Partial Controller Support,Massively Multiplayer;RPG,RPG;Open World;MMORPG,,33719,11672,,3143,,14.99
8190,Just Cause 2,https://steamcdn-a.akamaihd.net/steam/apps/8190/header.jpg?t=1555609982,,Avalanche Studios,,,,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Open World;Action;Sandbox,,33636,3231,,272,,9.99
208650,Batman™: Arkham Knight,https://steamcdn-a.akamaihd.net/steam/apps/208650/header.jpg?t=1496257975,,Rocksteady Studios,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Batman;Action;Open World,,33121,12981,,1296,,15.99
383870,Firewatch,https://steamcdn-a.akamaihd.net/steam/apps/383870/header.jpg?t=1534907319,,Campo Santo,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Atmospheric;Story Rich,,32886,5524,,257,,14.99
291480,Warface,https://steamcdn-a.akamaihd.net/steam/apps/291480/header.jpg?t=1556193432,,My.com,,,,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,Action;Free to Play;Massively Multiplayer,Free to Play;FPS;Multiplayer,,32751,14409,,104,,0
231430,Company of Heroes 2,https://steamcdn-a.akamaihd.net/steam/apps/231430/header.jpg?t=1544254259,,Relic Entertainment;Feral Interactive (Mac);Feral Interactive (Linux),,,,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats,Strategy,Strategy;World War II;RTS,,32548,12038,,277,,14.99
50300,Spec Ops: The Line,https://steamcdn-a.akamaihd.net/steam/apps/50300/header.jpg?t=1532333777,,YAGER,,,,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure,Story Rich;Third-Person Shooter;Action,,32361,2613,,301,,19.99
214950,Total War™: ROME II - Emperor Edition,https://steamcdn-a.akamaihd.net/steam/apps/214950/header.jpg?t=1554219367,,CREATIVE ASSEMBLY,,,,Single-player;Multi-player;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Turn-Based Strategy;Historical,,31864,13423,,1287,,29.99
225080,Brothers - A Tale of Two Sons,https://steamcdn-a.akamaihd.net/steam/apps/225080/header.jpg?t=1461248665,,Starbreeze Studios AB,,,,Single-player;Full controller support,Action;Adventure;Indie,Adventure;Atmospheric;Story Rich,,31689,1708,,155,,10.99
233450,Prison Architect,https://steamcdn-a.akamaihd.net/steam/apps/233450/header.jpg?t=1549032392,,Introversion Software,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Indie;Simulation;Strategy,Simulation;Building;Management,,31687,2286,,717,,23.79
203770,Crusader Kings II,https://steamcdn-a.akamaihd.net/steam/apps/203770/header.jpg?t=1554225154,,Paradox Development Studio,,,,Single-player;Multi-player;Steam Trading Cards,RPG;Simulation;Strategy,Grand Strategy;Strategy;Medieval,,31668,4187,,272,,29.99
221910,The Stanley Parable,https://steamcdn-a.akamaihd.net/steam/apps/221910/header.jpg?t=1465254276,,Galactic Cafe,,,,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,Adventure;Indie,Comedy;Narration;Indie,,31538,2846,,132,,9.99
50130,Mafia II,https://steamcdn-a.akamaihd.net/steam/apps/50130/header.jpg?t=1555622690,,2K Czech;Feral Interactive (Mac),,,,Single-player;Steam Achievements;Partial Controller Support,Action,Action;Open World;Crime,,31445,1855,,988,,19.99
331470,Everlasting Summer,https://steamcdn-a.akamaihd.net/steam/apps/331470/header.jpg?t=1520584069,,Soviet Games,,,,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;Casual;Free to Play;Indie,Visual Novel;Free to Play;Story Rich,,31230,1538,,98,,0
274190,Broforce,https://steamcdn-a.akamaihd.net/steam/apps/274190/header.jpg?t=1511400974,,Free Lives,,,,Single-player;Multi-player;Co-op;Shared/Split Screen;Full controller support;Includes level editor,Action;Adventure;Casual;Indie,America;Action;Pixel Graphics,,31033,1059,,459,,11.99
48000,LIMBO,https://steamcdn-a.akamaihd.net/steam/apps/48000/header.jpg?t=1478090357,,Playdead,,,,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie,Indie;Platformer;Puzzle,,30321,1994,,127,,6.99
379430,Kingdom Come: Deliverance,https://steamcdn-a.akamaihd.net/steam/apps/379430/header.jpg?t=1554386954,,Warhorse Studios,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;RPG,Medieval;Open World;RPG,,30024,9307,,2282,,29.99
236430,DARK SOULS™ II,https://steamcdn-a.akamaihd.net/steam/apps/236430/header.jpg?t=1553251192,,"FromSoftware, Inc",,,,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support,Action;RPG,RPG;Dark Fantasy;Difficult,,30008,3799,,3041,,29.99
10180,Call of Duty®: Modern Warfare® 2,https://steamcdn-a.akamaihd.net/steam/apps/10180/header.jpg?t=1545235540,,Infinity Ward;Aspyr (Mac),,,,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Valve Anti-Cheat enabled,Action,Action;FPS;Multiplayer,,30006,2826,,580,,19.99
364360,Total War: WARHAMMER,https://steamcdn-a.akamaihd.net/steam/apps/364360/header.jpg?t=1545145125,,CREATIVE ASSEMBLY;Feral Interactive (Linux);Feral Interactive (Mac),,,,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop,Action;Strategy,Strategy;Fantasy;War,,29826,9878,,4356,,39.99
200710,Torchlight II,https://steamcdn-a.akamaihd.net/steam/apps/200710/header.jpg?t=1501607860,,Runic Games,,,,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;Adventure;Indie;RPG,RPG;Action RPG;Hack and Slash,,29539,1757,,508,,14.99
6060,"Star Wars: Battlefront 2 (Classic, 2005)",https://steamcdn-a.akamaihd.net/steam/apps/6060/header.jpg?t=1542751113,,Pandemic Studios,,,,Single-player;Multi-player;Online Multi-Player;Partial Controller Support;Steam Cloud,Action,Star Wars;Action;Multiplayer,,29149,2425,,320,,7.19
268500,XCOM® 2,https://steamcdn-a.akamaihd.net/steam/apps/268500/header.jpg?t=1553038039,,Firaxis Games;Feral Interactive (Mac);Feral Interactive (Linux),,,,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Strategy,Strategy;Turn-Based;Tactical,,28774,7018,,1985,,34.99
361420,ASTRONEER,https://steamcdn-a.akamaihd.net/steam/apps/361420/header.jpg?t=1549606232,,System Era Softworks,,,,Single-player;Online Co-op;Full controller support,Adventure;Indie,Open World;Survival;Multiplayer,,28375,5246,,1089,,23.79
477160,Human: Fall Flat,https://steamcdn-a.akamaihd.net/steam/apps/477160/header.jpg?t=1554729390,,No Brakes Games,,,,Single-player;Online Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Adventure;Indie,Funny;Multiplayer;Co-op,,28371,2678,,245,,11.99
286690,Metro 2033 Redux,https://steamcdn-a.akamaihd.net/steam/apps/286690/header.jpg?t=1543847862,,4A Games,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Post-apocalyptic;Atmospheric;FPS,,28179,7313,,350,,14.99
107100,Bastion,https://steamcdn-a.akamaihd.net/steam/apps/107100/header.jpg?t=1553807612,,Supergiant Games,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,Great Soundtrack;Indie;Action,,27887,1098,,234,,11.39
70,Half-Life,https://steamcdn-a.akamaihd.net/steam/apps/70/header.jpg?t=1530045175,,Valve,,,,Single-player;Multi-player;Online Multi-Player;Steam Cloud;Valve Anti-Cheat enabled,Action,FPS;Classic;Action,,27755,1100,,83,,7.19
239820,Game Dev Tycoon,https://steamcdn-a.akamaihd.net/steam/apps/239820/header.jpg?t=1541492715,,Greenheart Games,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Casual;Indie;Simulation;Strategy,Simulation;Management;Indie,,27373,1436,,492,,6.99
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,https://steamcdn-a.akamaihd.net/steam/apps/35450/header.jpg?t=1552425243,,Tripwire Interactive,,,,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Stats;Includes level editor,Action;Massively Multiplayer;Simulation,Realistic;World War II;FPS,,26922,2274,,269,,14.99
12120,Grand Theft Auto: San Andreas,https://steamcdn-a.akamaihd.net/steam/apps/12120/header.jpg?t=1543431179,,Rockstar Games,,,,Single-player,Action,Open World;Action;Multiplayer,,26877,3243,,249,,9.99
219990,Grim Dawn,https://steamcdn-a.akamaihd.net/steam/apps/219990/header.jpg?t=1553748604,,Crate Entertainment,,,,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Action RPG;RPG;Hack and Slash,,26805,2605,,1539,,19.99
201810,Wolfenstein: The New Order,https://steamcdn-a.akamaihd.net/steam/apps/201810/header.jpg?t=1532650618,,Machine Games,,,,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action,FPS;Action;Shooter,,26727,3011,,630,,14.99
460930,Tom Clancy's Ghost Recon® Wildlands,https://steamcdn-a.akamaihd.net/steam/apps/460930/header.jpg?t=1547236679,,Ubisoft Paris;Ubisoft Annecy;Ubisoft Bucharest;Ubisoft Montpellier;Ubisoft Milan;Reflections;Ubisoft Belgrade,,,,Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Adventure,Open World;Shooter;Action,,26547,9944,,1242,,41.99
20900,The Witcher: Enhanced Edition Director's Cut,https://steamcdn-a.akamaihd.net/steam/apps/20900/header.jpg?t=1549979350,,CD PROJEKT RED,,,,Single-player;Steam Cloud,Action;RPG,RPG;Fantasy;Story Rich,,26380,4217,,335,,6.99
359320,Elite Dangerous,https://steamcdn-a.akamaihd.net/steam/apps/359320/header.jpg?t=1544547021,,Frontier Developments,,,,Single-player;Multi-player;MMO;Co-op;VR Support;Partial Controller Support,Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy,Space Sim;Space;Open World,,26143,11006,,2579,,19.99
200260,Batman: Arkham City - Game of the Year Edition,https://steamcdn-a.akamaihd.net/steam/apps/200260/header.jpg?t=1550751026,,Rocksteady Studios;Feral Interactive (Mac),,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Open World;Batman,,25995,1255,,618,,14.99
417860,Emily is Away,https://steamcdn-a.akamaihd.net/steam/apps/417860/header.jpg?t=1549385869,,Kyle Seeley,,,,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Free to Play;Indie;Simulation,Free to Play;Story Rich;Singleplayer,,25981,3340,,48,,0
